"АВТОМАГИСТРАЛА","116","0.11132437619962","22","0.13253012048193","173","0.11487383798141","127","0.11858076563959","30","0.19867549668874","232","0.145"
"ВТОРИ КЛАС","233","0.22360844529751","39","0.23493975903615","335","0.22244355909695","245","0.22875816993464","32","0.21192052980133","369","0.230625"
"ОБЩИНСКИ","169","0.16218809980806","19","0.1144578313253","245","0.16268260292165","144","0.13445378151261","19","0.12582781456954","176","0.11"
"ПЪРВИ КЛАС","277","0.2658349328215","56","0.33734939759036","371","0.24634794156706","315","0.29411764705882","48","0.31788079470199","480","0.3"
"ТРЕТИ КЛАС","245","0.23512476007677","30","0.18072289156627","380","0.2523240371846","238","0.22222222222222","22","0.14569536423841","341","0.213125"
"Общо","1042","","166","","1506","","1071","","151","","1600",""
